28.972458921366872,69.23522775443655,25,75,70,20,65,75,0,0.06539487838745117
72.49774687210278,34.042200165388984,25,75,70,20,65,75,1,0.18062615394592285
90.85076951416755,67.5297814504224,25,75,70,20,65,75,2,2.6674559116363525
94.90461325685364,54.66079318422432,25,75,70,20,65,75,0,1.607203722000122
46.25129278048998,4.857600188049327,25,75,70,20,65,75,1,1.478780746459961
0.8002978412016359,94.01447189558209,25,75,70,20,65,75,0,0.2553226947784424
20.862132564457404,66.47865232976855,25,75,70,20,65,75,0,0.07006025314331055
4.642423760965908,66.47945524214886,25,75,70,20,65,75,0,0.169755220413208
54.47590206297469,23.691063444845717,25,75,70,20,65,75,1,0.13071393966674805
10.380230874162299,44.091702687206954,25,75,70,20,65,75,0,2.009847640991211
14.852563951353659,25.501443532369294,25,75,70,20,65,75,2,3.086240768432617
99.22990912470378,51.64577233261212,25,75,70,20,65,75,0,0.5283582210540771
96.41541818173478,73.7567792115929,25,75,70,20,65,75,2,0.8701534271240234
69.78065117890117,2.5613603409345043,25,75,70,20,65,75,1,0.12581419944763184
65.56260848701793,62.84446665978811,25,75,70,20,65,75,2,0.09578537940979004
48.621481686612555,97.45065347067238,25,75,70,20,65,75,2,2.3367197513580322
19.892223980370925,8.452119099611155,25,75,70,20,65,75,0,2.15641450881958
86.39034552624439,71.40393228018996,25,75,70,20,65,75,2,0.22326064109802246
24.663072942157616,11.750810312441507,25,75,70,20,65,75,0,3.528822898864746
54.413443311900004,5.852651495471283,25,75,70,20,65,75,1,0.17077112197875977
77.58858042946318,5.198598591159587,25,75,70,20,65,75,1,0.1260089874267578
39.47207340096097,57.77657241061603,25,75,70,20,65,75,0,1.8570966720581055
78.6196117501898,19.905915601291014,25,75,70,20,65,75,1,0.0782928466796875
92.48246882117527,83.68128073105528,25,75,70,20,65,75,2,0.2630951404571533
20.649715509455866,12.033105489379192,25,75,70,20,65,75,2,4.5545713901519775
21.11038641486439,69.93020975054985,25,75,70,20,65,75,0,0.07813310623168945
10.76138467753578,64.28783792683535,25,75,70,20,65,75,0,0.16127753257751465
61.85682695726388,91.67317762657457,25,75,70,20,65,75,2,0.12472367286682129
50.8658967229216,14.878213723399792,25,75,70,20,65,75,1,0.3886251449584961
28.109241080449255,31.522288561825984,25,75,70,20,65,75,2,0.42485713958740234
60.99370460916652,74.1080756246158,25,75,70,20,65,75,2,0.025429248809814453
38.76991830395112,7.0662228210361615,25,75,70,20,65,75,1,0.7035572528839111
71.76742616682526,78.38908716221911,25,75,70,20,65,75,2,0.04952502250671387
18.27764316542084,12.754784892889216,25,75,70,20,65,75,0,1.7006947994232178
57.82270982068045,24.975877995216965,25,75,70,20,65,75,1,0.11305475234985352
68.99489754516568,86.09714692541284,25,75,70,20,65,75,2,0.07886242866516113
40.53228335036352,49.86513495771091,25,75,70,20,65,75,0,2.388322353363037
81.21044194413223,8.002686241727975,25,75,70,20,65,75,1,0.1123514175415039
97.10253497571142,94.44253945740661,25,75,70,20,65,75,2,0.2771167755126953
9.464759093854925,47.58122139317186,25,75,70,20,65,75,0,1.1696233749389648
7.008992961858517,28.66153340200599,25,75,70,20,65,75,2,4.2691357135772705
42.66262524761997,63.84389339159887,25,75,70,20,65,75,0,1.0016608238220215
19.127384968724805,83.43441115102765,25,75,70,20,65,75,0,0.07330060005187988
86.2401561862285,42.617292784465924,25,75,70,20,65,75,2,5.4298670291900635
20.366448898033042,33.2426283762423,25,75,70,20,65,75,0,2.0601446628570557
